session_id,player_id,n_events,pct_attack,pct_explore,pct_social,pct_quest_complete,pct_retry,avg_decision_time_ms,fail_rate,true_persona
287bf1cd-0d95-4bbd-b858-bce894801973,player_0015,77,0.091,0.039,0.052,0.26,0.195,773.9,0.13,Achiever
c58933e9-032c-4ba5-aac8-44b181e137d7,player_0016,60,0.0,0.3,0.317,0.117,0.033,1146.9,0.117,Socializer
b23a0f8a-6b27-42e9-96ec-2b729035c156,player_0017,35,0.114,0.143,0.086,0.286,0.114,734.1,0.114,Achiever
51dd7a62-6e8b-464b-96fd-223e6e3cd482,player_0018,26,0.077,0.346,0.115,0.0,0.0,1032.0,0.269,Explorer
2f245a28-a9ec-452b-9130-9b99cdd5d8e5,player_0019,45,0.133,0.022,0.444,0.0,0.067,1147.4,0.178,Socializer
5b59d72e-4090-4323-9596-b4e787462b26,player_0020,60,0.0,0.05,0.583,0.05,0.0,1135.7,0.167,Socializer
5254f19f-f25c-4d86-9973-07c5d46e4e8c,player_0021,32,0.25,0.031,0.125,0.031,0.062,479.2,0.156,Killer
788d5af7-1c63-454e-b023-56adc0fd89b5,player_0022,48,0.083,0.042,0.062,0.521,0.042,726.5,0.146,Achiever
d869c6f9-ce5a-490b-8114-f188454c975e,player_0023,76,0.053,0.013,0.579,0.158,0.0,1151.1,0.105,Socializer
f2bfb2aa-7dbc-439c-8004-39567fbe954a,player_0024,78,0.282,0.038,0.026,0.026,0.103,450.9,0.179,Killer
ef409140-6ca7-40b6-8d76-04c41e8ac995,player_0025,60,0.083,0.05,0.017,0.25,0.15,770.0,0.067,Achiever
21e0019f-401f-42f6-9dec-fad8b3360e13,player_0026,74,0.257,0.054,0.122,0.041,0.095,506.3,0.257,Killer
8c50b819-04a0-48fb-a89c-cc819583c8bb,player_0027,67,0.194,0.045,0.448,0.104,0.03,1111.7,0.209,Socializer
d556d3de-fd8c-4e94-9e59-542acdb3fefc,player_0028,22,0.682,0.0,0.0,0.0,0.0,438.0,0.227,Killer
b95429b3-8fb7-4e1d-90d7-d69011c321d3,player_0029,78,0.538,0.141,0.0,0.013,0.077,484.9,0.256,Killer
d8cfa617-77df-4624-9b77-b60300b78f39,player_0030,21,0.0,0.286,0.19,0.095,0.048,1078.2,0.143,Explorer
283e1614-77aa-4588-96b4-45fade01f9cc,player_0031,25,0.44,0.08,0.04,0.0,0.0,506.4,0.24,Killer
0cd8c2fb-9072-4775-9a72-ad36b2574c89,player_0032,64,0.031,0.406,0.094,0.016,0.0,1036.1,0.219,Explorer
a6d9d575-7ca3-4afc-a1c0-5fe34df6a37f,player_0033,62,0.484,0.048,0.032,0.0,0.032,496.1,0.242,Killer
57218705-4a67-4cfc-9b51-6dbc1997f472,player_0034,35,0.2,0.029,0.114,0.314,0.0,747.1,0.143,Achiever
3f5f72af-e0ca-44cc-8806-ce4f784b21e8,player_0035,79,0.076,0.139,0.076,0.101,0.114,758.4,0.127,Achiever
6de7e0d5-1ef8-4bb8-8bd6-2afee471e55e,player_0036,79,0.063,0.228,0.076,0.025,0.025,1063.9,0.203,Explorer
e5658293-6ce8-46c8-ae12-4d01bb88520f,player_0037,65,0.4,0.062,0.015,0.015,0.154,506.9,0.123,Killer
a382a45e-72ab-45a1-bc65-2dc2923787b6,player_0038,61,0.131,0.098,0.148,0.344,0.066,722.7,0.18,Achiever
ae322c97-f8a2-4dc9-88dc-1daf55d121ff,player_0039,57,0.07,0.404,0.123,0.123,0.035,1139.4,0.123,Explorer
5e4802db-9380-4872-a055-02cc4fa83b1e,player_0040,63,0.048,0.032,0.048,0.254,0.127,770.8,0.127,Achiever
c9b9bc72-ae6b-4c14-95d1-2ca344af8090,player_0041,56,0.0,0.161,0.411,0.107,0.0,1128.1,0.232,Socializer
6a1fd233-5d45-4eba-8fe2-edbb04961eec,player_0042,67,0.045,0.418,0.104,0.03,0.03,1065.8,0.164,Explorer
8072ecb0-df92-4ab1-b1a7-0a103e14eb18,player_0043,62,0.032,0.274,0.29,0.016,0.0,1081.7,0.194,Explorer
62c5dbf0-b5dc-41d8-a5d6-fbada1cd72aa,player_0044,71,0.042,0.07,0.085,0.282,0.085,707.4,0.113,Achiever
b8520ecf-52d6-47af-a38a-5e1b3ab545f0,player_0045,77,0.247,0.065,0.026,0.221,0.104,748.2,0.182,Achiever
5431dddd-8604-4b72-8de4-f91e418458a2,player_0046,68,0.103,0.382,0.235,0.074,0.0,1121.0,0.088,Explorer
320084df-7e4e-4141-b283-73db52f4d648,player_0047,79,0.076,0.266,0.101,0.089,0.013,1098.8,0.139,Explorer
61f9cd74-25b8-46ec-b892-67eceb209acc,player_0048,49,0.041,0.429,0.061,0.0,0.0,1083.9,0.163,Explorer
e598a866-8ffb-402d-871a-68485eecbc06,player_0049,33,0.515,0.03,0.03,0.0,0.091,488.3,0.152,Killer
589b0fb9-8e3f-4339-b93f-ce32436bebd2,player_0050,74,0.108,0.068,0.027,0.284,0.081,732.7,0.135,Achiever
43a11665-e0fc-4cf6-b6c1-e7147279b904,player_0051,52,0.288,0.038,0.346,0.038,0.038,1137.4,0.269,Socializer
11440248-2f2a-4e0a-960f-c1a7fdd64d6a,player_0052,62,0.081,0.065,0.274,0.226,0.032,758.8,0.161,Achiever
8af09d64-6176-459c-a701-5f75de2c75a5,player_0053,32,0.344,0.219,0.031,0.031,0.062,525.5,0.188,Killer
278b98b1-cc45-49c4-b646-bb5ff534688c,player_0054,71,0.127,0.38,0.099,0.014,0.056,1107.4,0.155,Explorer
71b2ebc8-2554-4e18-96c8-3e5ca70d3839,player_0055,38,0.342,0.105,0.079,0.0,0.105,495.3,0.211,Killer
69da7cc9-686b-4724-bb77-608702afd984,player_0056,36,0.444,0.0,0.0,0.028,0.167,502.3,0.167,Killer
e13499e6-287d-4484-8750-4c839bcac715,player_0057,74,0.054,0.068,0.608,0.081,0.0,1130.2,0.162,Socializer
6578fda9-ce07-4785-9b0f-3c6516902365,player_0058,24,0.208,0.125,0.0,0.375,0.083,734.1,0.292,Achiever
34919d44-fc42-46ea-854a-855e34786e8f,player_0059,52,0.0,0.096,0.635,0.058,0.0,1153.0,0.173,Socializer
0c8f0f16-1e13-4ef8-9e5c-4cc36941e15b,player_0060,45,0.022,0.2,0.356,0.133,0.044,1154.5,0.133,Explorer
9617d5e4-b555-40da-8cfc-03f1f7256012,player_0061,24,0.458,0.125,0.0,0.0,0.0,533.3,0.208,Killer
ae8d6b68-d926-42b0-9645-6bbeac25739a,player_0062,51,0.078,0.02,0.49,0.118,0.0,1173.0,0.157,Socializer
3f05b570-829f-4c48-ad5a-f97df64a486d,player_0063,73,0.219,0.014,0.041,0.301,0.151,763.0,0.164,Achiever
128b1ffb-9cc1-43f1-9a68-6c1653d75e62,player_0064,47,0.213,0.043,0.0,0.426,0.043,755.9,0.191,Achiever
cd981d26-cd8a-41fd-b19e-230b84d229d0,player_0065,36,0.111,0.361,0.139,0.056,0.0,1069.3,0.111,Explorer
c7813157-976a-4c9f-94f2-82a53607089d,player_0066,33,0.03,0.152,0.545,0.061,0.0,1190.8,0.03,Socializer
dc25d68d-eac5-4804-87a2-1df6dc5ddcb8,player_0067,23,0.261,0.174,0.087,0.13,0.0,1088.6,0.174,Explorer
a6ce5ca9-ab82-45a2-a17a-21dd207aae85,player_0068,66,0.045,0.182,0.136,0.091,0.0,1057.8,0.197,Explorer
87338c09-655f-434f-8f6b-9b9be222090e,player_0069,29,0.069,0.034,0.069,0.276,0.241,781.8,0.241,Achiever
4eba1b18-07b6-445f-9819-9e9f1a0f63fc,player_0070,42,0.262,0.048,0.071,0.143,0.048,486.0,0.214,Killer
c898f942-f32d-4742-af5d-c7087de5337b,player_0071,52,0.519,0.058,0.038,0.0,0.173,502.3,0.096,Killer
e301d4ce-3783-4c71-b20f-d2bac62fcbce,player_0072,24,0.083,0.083,0.333,0.125,0.083,792.1,0.167,Achiever
1697e6a8-632a-46a8-a429-e8f927fe6f49,player_0073,56,0.196,0.304,0.036,0.018,0.0,1046.8,0.054,Explorer
51915a89-85f2-419f-a7df-724b3221cd85,player_0074,47,0.085,0.085,0.277,0.191,0.085,772.5,0.085,Achiever
c2debf8a-93ce-4830-a143-5454ed55d437,player_0075,23,0.043,0.043,0.391,0.0,0.174,756.0,0.043,Achiever
8eb6ac2b-4345-4fe8-a1b3-5e5ac8ef5f7f,player_0076,74,0.149,0.054,0.284,0.041,0.081,497.4,0.243,Killer
60d6700d-3429-4377-90b1-8602c4963cbe,player_0077,72,0.0,0.25,0.083,0.056,0.0,1035.9,0.125,Explorer
7dda2043-466e-45e8-9e11-d01ae7cd6356,player_0078,55,0.109,0.345,0.073,0.127,0.036,1066.9,0.255,Explorer
84d96137-4dbc-4d82-9597-1dd61e7154f2,player_0079,26,0.115,0.077,0.038,0.385,0.0,755.0,0.346,Achiever
827e009c-d8b2-4703-a936-83e28112977e,player_0080,64,0.078,0.031,0.297,0.312,0.094,753.9,0.188,Achiever
0a4e656e-e939-4b60-8f15-151b4c4da9a3,player_0081,44,0.432,0.045,0.068,0.0,0.068,474.4,0.25,Killer
b4bb6786-4b0a-4f62-9431-c42990759cf8,player_0082,33,0.121,0.061,0.091,0.424,0.152,695.4,0.091,Achiever
d8a909c2-87d8-4c67-9e57-e2c9241ab3d6,player_0083,25,0.52,0.0,0.04,0.04,0.16,499.7,0.12,Killer
9dd5b05f-f673-425a-88fb-927fd397b9f5,player_0084,75,0.027,0.067,0.64,0.12,0.013,1178.7,0.107,Socializer
82aa2246-a41c-4991-8059-4e3ef419eef7,player_0085,26,0.0,0.115,0.615,0.0,0.0,1203.0,0.154,Socializer
36f5c927-f32b-41f5-b1b5-cb0cd6f6520b,player_0086,74,0.27,0.095,0.0,0.0,0.122,493.3,0.176,Killer
92f19896-4385-4ad0-a4d5-cbc9b31b6007,player_0087,26,0.0,0.154,0.077,0.077,0.038,1016.4,0.154,Explorer
d4493588-c63a-4088-8bbf-5305ce36fded,player_0088,71,0.099,0.493,0.099,0.042,0.0,1089.9,0.155,Explorer
31db7450-0548-4d25-a1f8-fcaecdfee704,player_0089,79,0.101,0.013,0.127,0.241,0.076,745.7,0.203,Achiever
ffd7bd29-6ef2-4157-a0ca-43ab5a684881,player_0090,61,0.082,0.164,0.049,0.197,0.049,797.6,0.18,Achiever
80860f96-6749-4ac6-938c-a902008603f2,player_0091,35,0.029,0.057,0.4,0.057,0.029,1100.5,0.086,Socializer
eef4b219-94a2-4bff-8344-5f09d150da82,player_0092,25,0.12,0.08,0.08,0.08,0.16,800.7,0.12,Achiever
6712fdcc-1480-48e2-98dd-e17763ff0ec6,player_0093,36,0.333,0.056,0.028,0.0,0.028,513.2,0.222,Killer
05869005-6f7b-4871-8057-848c03e200ba,player_0094,55,0.436,0.073,0.036,0.018,0.109,499.4,0.236,Killer
571e16f8-7980-441b-b15b-614a89981d57,player_0095,69,0.391,0.101,0.029,0.0,0.101,534.1,0.29,Killer
e0312a56-a5b6-4b90-b54c-32cc305a8563,player_0096,70,0.014,0.157,0.529,0.143,0.0,1165.5,0.1,Socializer
a680663a-6c21-4ff1-b5c9-9672ce8a3bce,player_0097,28,0.036,0.357,0.036,0.071,0.036,1118.5,0.107,Explorer
34a61b0c-a93d-496a-86bd-1183a15df146,player_0098,52,0.058,0.154,0.327,0.077,0.0,1171.0,0.173,Socializer
6e3ff353-789b-4ec8-ad54-12a15172c35c,player_0099,56,0.036,0.339,0.161,0.107,0.0,1117.3,0.179,Explorer
dbab7238-7042-464f-ba5f-b527a53cc64a,player_0100,58,0.103,0.069,0.034,0.345,0.069,746.2,0.172,Achiever
8aa6a2b1-83dc-4e08-a2eb-5d5f6eb5218c,player_0101,45,0.044,0.267,0.244,0.067,0.0,1085.3,0.111,Explorer
59c76fba-c4a6-44cb-85c8-3b44850d40fe,player_0102,63,0.032,0.127,0.032,0.302,0.079,733.8,0.127,Achiever
2eb02d00-bec8-4a81-a0b6-17ab9348a618,player_0103,78,0.026,0.436,0.128,0.026,0.0,1074.4,0.141,Explorer
8574101b-d28b-4dc5-84b5-257413336e97,player_0104,61,0.049,0.23,0.23,0.033,0.016,1141.6,0.197,Socializer
6886029f-2936-4673-a987-285120091d35,player_0105,27,0.074,0.222,0.111,0.0,0.0,1142.1,0.037,Explorer
24ac1974-71f0-4fbb-b47a-a810a6982b95,player_0106,66,0.045,0.106,0.136,0.288,0.061,729.9,0.152,Achiever
c2ed89de-3d5a-4312-b450-0da79c66cd82,player_0107,62,0.0,0.048,0.645,0.113,0.016,1146.8,0.194,Socializer
44eeaf41-b188-41ad-940f-61d50613ff92,player_0108,42,0.262,0.024,0.024,0.31,0.048,799.6,0.143,Achiever
7f07db04-e3d4-4a7b-b182-1dda2dbd7264,player_0109,61,0.033,0.262,0.426,0.066,0.0,1121.4,0.098,Socializer
2088f115-147c-476a-9a44-d46ad7031448,player_0110,33,0.515,0.03,0.061,0.0,0.091,457.2,0.121,Killer
b9b7823d-0404-4094-bd81-5cd4fc1ed435,player_0111,58,0.379,0.103,0.034,0.0,0.069,509.4,0.155,Killer
37e8efa7-6321-44f6-b855-31b945c40c18,player_0112,24,0.333,0.083,0.0,0.0,0.042,471.6,0.208,Killer
208ab066-b4a9-423b-a5ee-cdac51d6115d,player_0113,54,0.148,0.019,0.019,0.352,0.148,741.7,0.185,Achiever
7c5fcb47-7abf-4378-8339-5ad5dcfecf25,player_0114,64,0.031,0.203,0.453,0.078,0.0,1142.4,0.125,Socializer
02582dc6-48e1-45dc-8bc3-b87db294936f,player_0115,20,0.1,0.2,0.05,0.35,0.15,683.7,0.0,Achiever
d7e80e42-4d63-4c0f-b8b7-7d223eba231b,player_0116,54,0.222,0.074,0.019,0.019,0.093,522.7,0.204,Killer
11c8efc7-ad21-48cc-93c7-7a0627512802,player_0117,77,0.143,0.104,0.039,0.377,0.078,729.3,0.104,Achiever
94e1118c-1d1e-4ff2-8ad4-879323f0531d,player_0118,27,0.222,0.074,0.037,0.148,0.074,471.3,0.148,Killer
25b3254f-6db9-4935-b4d3-631821c625d0,player_0119,50,0.04,0.44,0.08,0.02,0.0,1071.1,0.12,Explorer
06464922-23d3-4d82-b5b3-fb58f5ec85db,player_0120,75,0.067,0.053,0.067,0.187,0.093,744.9,0.12,Achiever
e1441dba-0dfd-4f2a-946f-c183a164e59c,player_0121,63,0.603,0.048,0.016,0.0,0.032,515.0,0.127,Killer
652ed1dc-014d-4f4d-8327-996b251b9990,player_0122,42,0.048,0.214,0.19,0.071,0.024,1155.6,0.119,Explorer
1316b203-527e-4806-9171-f19627aa5fae,player_0123,79,0.57,0.076,0.0,0.0,0.101,477.4,0.114,Killer
5f9d4ebd-e56b-4956-9f74-8d9c1c1c8c19,player_0124,56,0.161,0.125,0.071,0.25,0.054,776.2,0.125,Achiever
bc0e94af-563b-4140-97c8-c15820c3534f,player_0125,57,0.07,0.491,0.105,0.105,0.035,1065.9,0.228,Explorer
35c42bf5-c7c5-4ad4-9664-f3091f883de1,player_0126,28,0.0,0.036,0.071,0.321,0.179,770.7,0.107,Achiever
5897c55c-80bd-4468-b807-331a38662000,player_0127,46,0.022,0.261,0.196,0.087,0.043,1073.3,0.087,Explorer
5f2d2852-f29e-43f6-8f84-1f39dd2a536c,player_0128,47,0.0,0.17,0.617,0.106,0.0,1185.0,0.149,Socializer
20ec11e3-5ef9-466a-b71b-300426bd37e3,player_0129,24,0.042,0.208,0.292,0.083,0.0,1231.3,0.208,Socializer
711bf016-b49d-4715-8250-8f77049a3e44,player_0130,21,0.143,0.048,0.048,0.19,0.238,484.8,0.238,Killer
ea85d335-9863-4b08-bf94-16ac1d6e22f3,player_0131,46,0.435,0.022,0.022,0.0,0.022,494.5,0.13,Killer
1ceb9a0b-3e33-4802-8c61-10210ebb79d2,player_0132,33,0.242,0.212,0.03,0.091,0.061,1098.8,0.152,Explorer
58374831-5ec8-4b67-bee4-ae3b93af8057,player_0133,21,0.238,0.143,0.381,0.0,0.0,1088.1,0.143,Socializer
b23bf9a0-7887-46e1-b7c3-ee9dc74704a5,player_0134,53,0.528,0.057,0.038,0.019,0.094,519.5,0.17,Killer
4d3fcd4d-cdb6-4282-8eab-62c1fc347ebf,player_0135,31,0.032,0.065,0.548,0.194,0.0,1128.5,0.097,Socializer
897a1ac7-090c-4841-9a78-1129b3a170b5,player_0136,63,0.254,0.032,0.159,0.048,0.063,504.1,0.19,Killer
55e13495-dd1f-407e-814c-16a598b04c12,player_0137,41,0.024,0.366,0.098,0.073,0.049,1107.6,0.171,Explorer
6b0bcdb2-ec21-4d53-92e6-bfdefcb1609d,player_0138,28,0.071,0.393,0.036,0.036,0.036,1163.4,0.179,Explorer
d0970c84-563b-498d-b6b7-ad41200371c3,player_0139,80,0.05,0.075,0.562,0.05,0.0,1183.3,0.163,Socializer
89325601-a6ba-41f9-a394-762c0bcb7aee,player_0140,67,0.104,0.134,0.284,0.134,0.0,1076.9,0.104,Explorer
e80dfb01-26c8-453f-9626-d29eddfe8274,player_0141,57,0.246,0.018,0.351,0.053,0.035,1151.1,0.175,Socializer
cc6bf2cf-33e8-4967-a44d-d7c56a58b401,player_0142,42,0.024,0.024,0.667,0.048,0.0,1103.5,0.167,Socializer
e5ae0ea1-7c9d-464c-a083-b26c43f828fc,player_0143,48,0.104,0.062,0.146,0.354,0.0,726.9,0.167,Achiever
8faf09b9-cd91-47df-ad29-5db72d6e5d12,player_0144,61,0.246,0.066,0.377,0.049,0.016,1151.0,0.148,Socializer
375f4c3c-2532-451e-9d11-d7d117574554,player_0145,77,0.026,0.286,0.195,0.039,0.039,1039.5,0.169,Explorer
3a8b0ca2-fd7c-4b7b-a218-10db381cc54e,player_0146,26,0.423,0.0,0.077,0.0,0.077,518.4,0.115,Killer
ef6356e4-6601-4997-b75a-f422496066ca,player_0147,67,0.06,0.119,0.328,0.119,0.015,1166.1,0.164,Socializer
8a6c5626-fc7f-4f24-adb0-17b3920d3aa3,player_0148,57,0.228,0.053,0.035,0.123,0.123,522.0,0.14,Killer
ccbdd3d9-b34b-4228-b114-8b938d169dd9,player_0149,57,0.053,0.175,0.228,0.105,0.088,768.2,0.193,Achiever
f440cbb2-01b8-4a44-b792-e7fdadb00733,player_0150,51,0.02,0.02,0.49,0.176,0.039,1187.3,0.059,Socializer
d7751323-2498-43c3-8e40-dcbb99dc1749,player_0151,21,0.333,0.048,0.048,0.19,0.0,791.4,0.238,Achiever
ea779fe2-fe2f-4a97-aab5-15423945fa4c,player_0152,47,0.362,0.043,0.043,0.064,0.085,718.0,0.085,Achiever
bbcd9658-87ef-4fe4-b99d-ed3e66166f11,player_0153,54,0.074,0.056,0.296,0.296,0.074,776.6,0.185,Achiever
267285ff-f54d-4328-a224-4793f547a57e,player_0154,28,0.036,0.214,0.036,0.071,0.071,1047.6,0.214,Explorer
72f2b352-1c3d-4b9c-9c71-884001b2e361,player_0155,59,0.051,0.373,0.153,0.034,0.0,1113.4,0.169,Explorer
c989b4b0-5f40-4e3f-974c-97c116975ec0,player_0156,46,0.043,0.326,0.283,0.065,0.0,1150.1,0.13,Socializer
e1e46f0a-464c-4a84-9c24-86f57414ca7c,player_0157,46,0.065,0.196,0.326,0.152,0.0,1163.3,0.152,Socializer
014dfcc9-8297-4f17-8991-c98aad469d24,player_0158,20,0.1,0.0,0.6,0.05,0.0,1126.1,0.15,Socializer
5aefef28-c229-41e1-99b8-0f5a6a09b4fa,player_0159,53,0.038,0.057,0.057,0.226,0.151,775.4,0.208,Achiever
bda37e32-de5e-401e-afea-c638ab26c6f6,player_0160,45,0.267,0.067,0.044,0.0,0.133,555.2,0.178,Killer
8954c48b-0753-4969-9c95-abc64c7e916c,player_0161,21,0.0,0.238,0.143,0.0,0.0,1063.5,0.238,Explorer
792a31d4-211c-4770-bc1b-1b8176d4d170,player_0162,49,0.061,0.143,0.306,0.224,0.041,728.3,0.143,Achiever
a8f21147-39a9-4268-aa96-1804da904edc,player_0163,47,0.043,0.191,0.106,0.213,0.085,719.1,0.064,Achiever
0a0317d8-89c9-4ceb-9bae-25b04a350c50,player_0164,30,0.167,0.067,0.067,0.267,0.033,744.3,0.1,Achiever
6b939fa5-a139-4609-9a02-b1dc1247b572,player_0165,30,0.233,0.067,0.467,0.1,0.0,1169.1,0.033,Socializer
79c7d636-fa5c-4b8c-b21d-b158263261dd,player_0166,73,0.123,0.027,0.301,0.096,0.068,1168.4,0.178,Socializer
eb6440c9-90f5-4733-b557-c3217570a0c1,player_0167,60,0.033,0.15,0.1,0.217,0.1,753.0,0.083,Achiever
7fd8e02e-a584-4aca-b5d7-55c4c2ffe8ff,player_0168,78,0.103,0.038,0.051,0.295,0.077,768.0,0.115,Achiever
4dc6042c-06d0-43f0-a22c-cb412a1752aa,player_0169,65,0.354,0.046,0.154,0.108,0.077,468.5,0.092,Killer
6bb727b4-535d-47f3-a1db-b3cdb04e4e8c,player_0170,28,0.0,0.036,0.714,0.036,0.0,1053.6,0.107,Socializer
5365accd-3fa5-4d7b-847f-ac46b72731de,player_0171,55,0.055,0.436,0.127,0.055,0.0,1081.0,0.164,Explorer
5d4f564b-0008-4a56-adb9-10fc3707f863,player_0172,46,0.5,0.109,0.043,0.0,0.043,481.5,0.065,Killer
0511393e-5e88-4e5e-aa01-fc63e27ab167,player_0173,30,0.167,0.067,0.033,0.233,0.1,739.5,0.033,Achiever
1acc6d66-e465-4529-8966-aed36bd2e1f5,player_0174,35,0.057,0.057,0.571,0.114,0.0,1141.3,0.143,Socializer
1d929fc0-bdb9-4993-8bc6-011f960af4f9,player_0175,23,0.13,0.217,0.261,0.0,0.043,1134.3,0.217,Socializer
e39fa551-7489-43a6-a427-7a08ebe15c0a,player_0176,64,0.0,0.422,0.047,0.047,0.0,1061.4,0.188,Explorer
2569b975-0ebb-4784-b9bf-51ea3b0753d0,player_0177,72,0.542,0.028,0.014,0.014,0.097,503.9,0.194,Killer
aa291897-ca6a-4ddf-98b0-4dae53dc8a61,player_0178,73,0.027,0.11,0.521,0.123,0.0,1132.3,0.178,Socializer
8ba1d67c-2a61-42ca-90b2-1c662e667b90,player_0179,39,0.128,0.308,0.077,0.0,0.026,1012.2,0.154,Explorer
ce3e517e-cb8c-4169-8bf4-7512f592e39b,player_0180,38,0.026,0.079,0.158,0.132,0.053,1084.1,0.079,Explorer
b163bb25-8d9f-44da-90c1-106fabd6d83b,player_0181,33,0.091,0.273,0.061,0.061,0.091,1046.8,0.121,Explorer
c22274a3-cf15-4ab1-bf32-f912e8eceddb,player_0182,77,0.545,0.065,0.065,0.013,0.065,515.3,0.234,Killer
a05fd122-ed80-49eb-94fa-ae9a87cc0aee,player_0183,55,0.509,0.091,0.055,0.018,0.036,492.8,0.2,Killer
dea8c1bd-53b4-4c10-aacc-942c0e5a0fa8,player_0184,62,0.323,0.032,0.032,0.016,0.048,507.6,0.258,Killer
38c6f1f4-879b-40ac-86e5-83e2e7eb80cd,player_0185,60,0.017,0.017,0.8,0.067,0.0,1117.1,0.217,Socializer
504c076d-b3eb-494e-b7c0-4b67c83607da,player_0186,41,0.171,0.049,0.244,0.122,0.098,509.1,0.146,Killer
5550fe19-0ef3-4c09-a6ba-1cafd7cbe3ee,player_0187,58,0.138,0.103,0.069,0.138,0.121,762.9,0.19,Achiever
f08e1cab-1e2e-4d2a-b3dc-d19cb4e56e41,player_0188,42,0.024,0.048,0.357,0.119,0.024,1108.7,0.095,Socializer
442c24d6-0cd2-49d2-9ceb-a894a4515ee2,player_0189,56,0.232,0.018,0.571,0.018,0.018,1142.7,0.143,Socializer
1b97679d-875b-482f-8a1e-f6be4d81ca43,player_0190,36,0.056,0.028,0.389,0.167,0.056,713.4,0.25,Achiever
693686a5-aec0-4674-97c3-a09215287a50,player_0191,60,0.033,0.433,0.067,0.067,0.0,1076.5,0.217,Explorer
25fa02c7-afcc-4b9f-993a-4a317aee9d0d,player_0192,70,0.057,0.229,0.114,0.014,0.029,1137.5,0.157,Explorer
c72ecac9-b191-451d-9e10-6b10b447b71f,player_0193,63,0.111,0.079,0.048,0.27,0.143,757.6,0.286,Achiever
ca4f84e0-8ddc-415e-8da8-a9c6c0813aad,player_0194,74,0.5,0.014,0.041,0.014,0.095,498.1,0.149,Killer
cce4a500-4160-4007-9044-b58d9e45a098,player_0195,76,0.0,0.171,0.474,0.092,0.0,1162.9,0.25,Socializer
9c19772a-7f4f-4842-a22d-58f09ee3dda6,player_0196,61,0.049,0.328,0.049,0.131,0.033,1110.5,0.164,Explorer
be112e35-a028-41e4-a690-98fc64954cf3,player_0197,28,0.036,0.071,0.464,0.143,0.036,1183.2,0.143,Socializer
7ed3827a-455c-43ba-8dc7-635a8fd5a3bc,player_0198,37,0.108,0.162,0.324,0.162,0.0,1168.1,0.162,Socializer
dcd70837-c516-4208-9e57-3ec1444cc937,player_0199,79,0.316,0.013,0.025,0.0,0.076,485.6,0.203,Killer
