session_id,player_id,n_events,pct_attack,pct_explore,pct_social,pct_quest_complete,pct_retry,avg_decision_time_ms,fail_rate,true_persona
9c0168af-9c0a-4866-b762-ec29d35a2bcb,player_0039,57,0.07,0.404,0.123,0.123,0.035,1139.4,0.123,Explorer
b18382d6-131c-43f4-ad6b-380939410700,player_0040,63,0.048,0.032,0.048,0.254,0.127,770.8,0.127,Achiever
0b5f2d68-0f03-4c1b-81fe-0a3271fa25d3,player_0041,56,0.0,0.161,0.411,0.107,0.0,1128.1,0.232,Socializer
017f61d7-5841-4e98-acfd-61070e203ab5,player_0042,67,0.045,0.418,0.104,0.03,0.03,1065.8,0.164,Explorer
7fa5622d-3fe6-4494-b17f-b2278177df4c,player_0043,62,0.032,0.274,0.29,0.016,0.0,1081.7,0.194,Explorer
0ae3febf-4468-4579-bb05-95cfee035352,player_0044,71,0.042,0.07,0.085,0.282,0.085,707.4,0.113,Achiever
4f1e3a28-9ceb-4a0c-8760-fe7ff7dc78e2,player_0045,77,0.247,0.065,0.026,0.221,0.104,748.2,0.182,Achiever
c41aaf3b-8465-451c-b088-c3cc9b105d7d,player_0046,68,0.103,0.382,0.235,0.074,0.0,1121.0,0.088,Explorer
5f91a5ba-e28c-4873-9584-0a8c7ed8c3da,player_0047,79,0.076,0.266,0.101,0.089,0.013,1098.8,0.139,Explorer
3e981ca7-6a24-490c-ac16-2c537a0cd8bc,player_0048,49,0.041,0.429,0.061,0.0,0.0,1083.9,0.163,Explorer
9383ac00-6698-46aa-ab05-1b45b3113324,player_0049,33,0.515,0.03,0.03,0.0,0.091,488.3,0.152,Killer
335dad98-80c7-42a5-9097-21d32f21be9a,player_0050,74,0.108,0.068,0.027,0.284,0.081,732.7,0.135,Achiever
1bcbb215-a0f3-471f-a75d-57323c7f2397,player_0051,52,0.288,0.038,0.346,0.038,0.038,1137.4,0.269,Socializer
62bddf98-73dc-433e-b1cc-52de692867dc,player_0052,62,0.081,0.065,0.274,0.226,0.032,758.8,0.161,Achiever
87f3f34f-6ff2-4879-a94d-03f3eb3727e9,player_0053,32,0.344,0.219,0.031,0.031,0.062,525.5,0.188,Killer
cfed1254-9c3f-4c84-9e72-39a4b6aed361,player_0054,71,0.127,0.38,0.099,0.014,0.056,1107.4,0.155,Explorer
74e9b489-3403-4f99-8f46-89b08dadbeff,player_0055,38,0.342,0.105,0.079,0.0,0.105,495.3,0.211,Killer
27ba07f2-deb5-400c-989a-4c3a3fcfa47b,player_0056,36,0.444,0.0,0.0,0.028,0.167,502.3,0.167,Killer
af81b5c7-5159-43ca-8fa5-b18d913e76f0,player_0057,74,0.054,0.068,0.608,0.081,0.0,1130.2,0.162,Socializer
8322ce9a-0a6a-49dd-96b4-5583ad249b00,player_0058,24,0.208,0.125,0.0,0.375,0.083,734.1,0.292,Achiever
784cf3ba-cb66-4d70-9fb6-af5eab4c8f30,player_0059,52,0.0,0.096,0.635,0.058,0.0,1153.0,0.173,Socializer
8970f832-a5b7-47df-9400-41630db2da54,player_0060,45,0.022,0.2,0.356,0.133,0.044,1154.5,0.133,Explorer
79dd16db-7a1c-468a-a58e-4c6355f820f7,player_0061,24,0.458,0.125,0.0,0.0,0.0,533.3,0.208,Killer
0ea9c14f-a3da-49b1-9a95-d020e4a5abe8,player_0062,51,0.078,0.02,0.49,0.118,0.0,1173.0,0.157,Socializer
1a77bca9-e37b-4154-82b1-543b28cd796d,player_0063,73,0.219,0.014,0.041,0.301,0.151,763.0,0.164,Achiever
edeb6156-4eac-406a-ac99-05260fa6a954,player_0064,47,0.213,0.043,0.0,0.426,0.043,755.9,0.191,Achiever
72394e3d-7337-4d59-9221-1273e22decc3,player_0065,36,0.111,0.361,0.139,0.056,0.0,1069.3,0.111,Explorer
872c0b2c-9e47-43ad-a974-404a660c364c,player_0066,33,0.03,0.152,0.545,0.061,0.0,1190.8,0.03,Socializer
a6d17dbd-80bf-4817-a2c0-c1a693078eae,player_0067,23,0.261,0.174,0.087,0.13,0.0,1088.6,0.174,Explorer
3009d932-0d42-4475-9e5d-aed458e0e213,player_0068,66,0.045,0.182,0.136,0.091,0.0,1057.8,0.197,Explorer
30c2173c-42e0-4775-9caf-745ee8c880ed,player_0069,29,0.069,0.034,0.069,0.276,0.241,781.8,0.241,Achiever
504dc1f1-1f9c-4e55-8a8d-53814577a7b1,player_0070,42,0.262,0.048,0.071,0.143,0.048,486.0,0.214,Killer
8af08e59-6e4c-448c-9f9c-15ab6c4626b9,player_0071,52,0.519,0.058,0.038,0.0,0.173,502.3,0.096,Killer
ae751262-58f2-41b1-be78-5ff422f06df5,player_0072,24,0.083,0.083,0.333,0.125,0.083,792.1,0.167,Achiever
9ba14a9d-2819-42a2-b74f-f4f8316a55e6,player_0073,56,0.196,0.304,0.036,0.018,0.0,1046.8,0.054,Explorer
34678b27-e91f-4f31-ba7b-2a533385ce8d,player_0074,47,0.085,0.085,0.277,0.191,0.085,772.5,0.085,Achiever
2fb78a64-7102-4849-8465-61a190619a6b,player_0075,23,0.043,0.043,0.391,0.0,0.174,756.0,0.043,Achiever
322a74b1-4824-47ef-bb77-2007d4e324a2,player_0076,74,0.149,0.054,0.284,0.041,0.081,497.4,0.243,Killer
53faaa97-df38-4cd6-984d-b8ddcafba0ff,player_0077,72,0.0,0.25,0.083,0.056,0.0,1035.9,0.125,Explorer
65e92fc6-c74a-4227-abee-6b51e943b1c3,player_0078,55,0.109,0.345,0.073,0.127,0.036,1066.9,0.255,Explorer
eec14162-b140-413b-9e57-3e9fa3f8681c,player_0079,26,0.115,0.077,0.038,0.385,0.0,755.0,0.346,Achiever
bc30aea0-ac1c-4b9c-8c9a-63043081a8ce,player_0080,64,0.078,0.031,0.297,0.312,0.094,753.9,0.188,Achiever
7a47dac8-b5e4-4c77-85b7-4dcad6a40a66,player_0081,44,0.432,0.045,0.068,0.0,0.068,474.4,0.25,Killer
66ec8106-1693-484b-bbdb-db983270a0bd,player_0082,33,0.121,0.061,0.091,0.424,0.152,695.4,0.091,Achiever
29f06149-790f-4c32-9018-9916177e3e89,player_0083,25,0.52,0.0,0.04,0.04,0.16,499.7,0.12,Killer
07a7c61f-bb43-41d9-832f-d5d8901eb579,player_0084,75,0.027,0.067,0.64,0.12,0.013,1178.7,0.107,Socializer
45dd3514-97e4-4ee6-9bc3-b2fd1066450a,player_0085,26,0.0,0.115,0.615,0.0,0.0,1203.0,0.154,Socializer
28e05608-fc5f-4ce7-9874-366028226516,player_0086,74,0.27,0.095,0.0,0.0,0.122,493.3,0.176,Killer
80cf90b4-d417-4c71-b5bc-bcf44cd35db9,player_0087,26,0.0,0.154,0.077,0.077,0.038,1016.4,0.154,Explorer
6f511537-ecfc-4c44-850a-7f943ada9c89,player_0088,71,0.099,0.493,0.099,0.042,0.0,1089.9,0.155,Explorer
996ec147-62a2-4b08-905b-de7a728d9f9b,player_0089,79,0.101,0.013,0.127,0.241,0.076,745.7,0.203,Achiever
45c3aac9-124d-4723-8dc8-f849fe3d3b43,player_0090,61,0.082,0.164,0.049,0.197,0.049,797.6,0.18,Achiever
c87a54c1-fb97-4d9b-a7c3-e83ad4449545,player_0091,35,0.029,0.057,0.4,0.057,0.029,1100.5,0.086,Socializer
9ac43092-d8f2-4164-ab33-abcfb8970dc1,player_0092,25,0.12,0.08,0.08,0.08,0.16,800.7,0.12,Achiever
a2d96d2a-0ba2-4bbb-a60c-406cbfea92de,player_0093,36,0.333,0.056,0.028,0.0,0.028,513.2,0.222,Killer
3d31d393-171f-486d-aeaf-dff5e4f53655,player_0094,55,0.436,0.073,0.036,0.018,0.109,499.4,0.236,Killer
f23dde2e-b158-4cae-a6fd-a2b9afbe2736,player_0095,69,0.391,0.101,0.029,0.0,0.101,534.1,0.29,Killer
977b391e-b4c7-4560-b8b6-1ad209a43e99,player_0096,70,0.014,0.157,0.529,0.143,0.0,1165.5,0.1,Socializer
cb2d84e8-3492-462f-846d-3038c641e1a3,player_0097,28,0.036,0.357,0.036,0.071,0.036,1118.5,0.107,Explorer
d30c7ebb-a1f0-4c1e-b550-976357bb546a,player_0098,52,0.058,0.154,0.327,0.077,0.0,1171.0,0.173,Socializer
e1448933-03a5-4749-8d6c-3931476ffeab,player_0099,56,0.036,0.339,0.161,0.107,0.0,1117.3,0.179,Explorer
3c6f93f6-ced2-4f34-bc40-6007581a105f,player_0100,58,0.103,0.069,0.034,0.345,0.069,746.2,0.172,Achiever
cb780d22-b964-4441-a410-0f53abfe37ce,player_0101,45,0.044,0.267,0.244,0.067,0.0,1085.3,0.111,Explorer
6d76a38f-b5b3-4c5b-81de-afee28eeb1a0,player_0102,63,0.032,0.127,0.032,0.302,0.079,733.8,0.127,Achiever
76ce7127-14f8-437d-a593-11f34c3726ac,player_0103,78,0.026,0.436,0.128,0.026,0.0,1074.4,0.141,Explorer
8f842729-a5f3-4241-8162-59f17398cb79,player_0104,61,0.049,0.23,0.23,0.033,0.016,1141.6,0.197,Socializer
20f3966c-5fcc-44bc-84fc-e6ceb4e60907,player_0105,27,0.074,0.222,0.111,0.0,0.0,1142.1,0.037,Explorer
9b859d4f-83fc-4100-b60c-1ae42c81bc1c,player_0106,66,0.045,0.106,0.136,0.288,0.061,729.9,0.152,Achiever
1fc04ec4-dab9-4057-8b9f-0300d68b8526,player_0107,62,0.0,0.048,0.645,0.113,0.016,1146.8,0.194,Socializer
08b2bcee-7b6b-4409-b1d1-e21bb8b7eac3,player_0108,42,0.262,0.024,0.024,0.31,0.048,799.6,0.143,Achiever
1b610959-1d1f-4bc1-bee1-3d670fcc2440,player_0109,61,0.033,0.262,0.426,0.066,0.0,1121.4,0.098,Socializer
8e180318-cb71-4353-a943-e9e111de57ad,player_0110,33,0.515,0.03,0.061,0.0,0.091,457.2,0.121,Killer
cba86d44-fb77-4031-9a99-58320756e0ec,player_0111,58,0.379,0.103,0.034,0.0,0.069,509.4,0.155,Killer
b38a1c73-c006-4ae6-bd90-9452ca7c66f0,player_0112,24,0.333,0.083,0.0,0.0,0.042,471.6,0.208,Killer
e967096a-7144-4db1-8d4f-9298bc703a7e,player_0113,54,0.148,0.019,0.019,0.352,0.148,741.7,0.185,Achiever
288e6759-f260-4717-9d98-33c07950eb5c,player_0114,64,0.031,0.203,0.453,0.078,0.0,1142.4,0.125,Socializer
64a20956-fb03-476d-8dd9-70e9be0cb310,player_0115,20,0.1,0.2,0.05,0.35,0.15,683.7,0.0,Achiever
9c0861bd-97b2-447a-90c4-2e2040fd4417,player_0116,54,0.222,0.074,0.019,0.019,0.093,522.7,0.204,Killer
8a2b805a-a2a7-4992-841d-4a58d5611aec,player_0117,77,0.143,0.104,0.039,0.377,0.078,729.3,0.104,Achiever
613c055b-0213-404c-a9d8-30102fadba85,player_0118,27,0.222,0.074,0.037,0.148,0.074,471.3,0.148,Killer
e6f50c33-2ac8-4471-90db-21951f6fc3d9,player_0119,50,0.04,0.44,0.08,0.02,0.0,1071.1,0.12,Explorer
6b672f98-2c1f-458c-922d-f6211a140c4a,player_0120,75,0.067,0.053,0.067,0.187,0.093,744.9,0.12,Achiever
dd63e274-dcbb-4b13-87ce-93ee993e0cd4,player_0121,63,0.603,0.048,0.016,0.0,0.032,515.0,0.127,Killer
3a74856d-d64e-41e7-8033-422bb10816b3,player_0122,42,0.048,0.214,0.19,0.071,0.024,1155.6,0.119,Explorer
079089e9-a0ff-449a-b065-5d8c05cf89e5,player_0123,79,0.57,0.076,0.0,0.0,0.101,477.4,0.114,Killer
7cba8429-86ba-470a-ba32-a9c8c7970237,player_0124,56,0.161,0.125,0.071,0.25,0.054,776.2,0.125,Achiever
7e9b7849-eb91-4a54-9b3c-ef86333dd6d1,player_0125,57,0.07,0.491,0.105,0.105,0.035,1065.9,0.228,Explorer
a0fb8abe-23ba-427f-929a-f75c18fdbad7,player_0126,28,0.0,0.036,0.071,0.321,0.179,770.7,0.107,Achiever
f3b9d705-01a5-4a04-9571-8815f21030f8,player_0127,46,0.022,0.261,0.196,0.087,0.043,1073.3,0.087,Explorer
967ae74d-6c64-4c0e-921c-0584eb3d24e3,player_0128,47,0.0,0.17,0.617,0.106,0.0,1185.0,0.149,Socializer
cbf215ce-aca7-41f9-ae81-edbb5b1a4f56,player_0129,24,0.042,0.208,0.292,0.083,0.0,1231.3,0.208,Socializer
a78d2760-ff11-47b9-814f-31b913b7ac54,player_0130,21,0.143,0.048,0.048,0.19,0.238,484.8,0.238,Killer
94064ede-0664-471a-ae7a-c392f9bd363d,player_0131,46,0.435,0.022,0.022,0.0,0.022,494.5,0.13,Killer
235242c5-c419-497e-82d5-85d270f0ae27,player_0132,33,0.242,0.212,0.03,0.091,0.061,1098.8,0.152,Explorer
ccef7e8b-ec8f-497f-876d-0f399ec8ffc2,player_0133,21,0.238,0.143,0.381,0.0,0.0,1088.1,0.143,Socializer
12978064-23a4-408b-9d9c-16b86a21a334,player_0134,53,0.528,0.057,0.038,0.019,0.094,519.5,0.17,Killer
ec71afb9-2dd2-417c-a4dd-5d3dc38871a1,player_0135,31,0.032,0.065,0.548,0.194,0.0,1128.5,0.097,Socializer
5e7945d9-14bb-41c2-9fc7-54290fa30d5b,player_0136,63,0.254,0.032,0.159,0.048,0.063,504.1,0.19,Killer
ec3fb604-6374-4600-b416-c96d0a167d4a,player_0137,41,0.024,0.366,0.098,0.073,0.049,1107.6,0.171,Explorer
30755d70-38c5-4fc7-a079-173dc472adb5,player_0138,28,0.071,0.393,0.036,0.036,0.036,1163.4,0.179,Explorer
c5f40c55-443d-4850-b57f-e8650d36c165,player_0139,80,0.05,0.075,0.562,0.05,0.0,1183.3,0.163,Socializer
b52af876-d963-485f-9496-b95237e5488b,player_0140,67,0.104,0.134,0.284,0.134,0.0,1076.9,0.104,Explorer
8d1c834f-06ed-43c5-be18-008a7b75bd9a,player_0141,57,0.246,0.018,0.351,0.053,0.035,1151.1,0.175,Socializer
bb72545a-d1b0-461b-8e60-719b7c88ef9e,player_0142,42,0.024,0.024,0.667,0.048,0.0,1103.5,0.167,Socializer
c976128d-7309-4b64-9720-a7da16248178,player_0143,48,0.104,0.062,0.146,0.354,0.0,726.9,0.167,Achiever
22d553a0-0d0b-457a-9cc2-70ef6c690651,player_0144,61,0.246,0.066,0.377,0.049,0.016,1151.0,0.148,Socializer
1ea91721-577c-4d69-91c6-ea5dc43a7754,player_0145,77,0.026,0.286,0.195,0.039,0.039,1039.5,0.169,Explorer
214183bd-e46e-4299-9014-d26f6e47a295,player_0146,26,0.423,0.0,0.077,0.0,0.077,518.4,0.115,Killer
9400e809-a1f6-4d09-8c83-8c2b252f72cb,player_0147,67,0.06,0.119,0.328,0.119,0.015,1166.1,0.164,Socializer
9db99a3e-f6ea-4849-9098-389e25226b6b,player_0148,57,0.228,0.053,0.035,0.123,0.123,522.0,0.14,Killer
a1cba098-bfc2-4880-b82d-f73cbe1cea2a,player_0149,57,0.053,0.175,0.228,0.105,0.088,768.2,0.193,Achiever
f5cd89ac-7482-4c7e-b1a0-8e4f44b42ccc,player_0150,51,0.02,0.02,0.49,0.176,0.039,1187.3,0.059,Socializer
45dde614-2e65-4a4d-b9fd-f8087fae6666,player_0151,21,0.333,0.048,0.048,0.19,0.0,791.4,0.238,Achiever
f98a49df-18b3-4bac-9464-27d7245817a8,player_0152,47,0.362,0.043,0.043,0.064,0.085,718.0,0.085,Achiever
c8af2a2f-efb8-48d7-8337-ff08ceb0abcd,player_0153,54,0.074,0.056,0.296,0.296,0.074,776.6,0.185,Achiever
892e74f2-9dfa-48c9-919e-b12b85e4e3e3,player_0154,28,0.036,0.214,0.036,0.071,0.071,1047.6,0.214,Explorer
5546817c-3e18-490e-aaf2-8c68808276ea,player_0155,59,0.051,0.373,0.153,0.034,0.0,1113.4,0.169,Explorer
9a361a9b-7f30-4872-89ff-50700f3808c2,player_0156,46,0.043,0.326,0.283,0.065,0.0,1150.1,0.13,Socializer
da53c223-4322-43f5-9c40-2653e2c14003,player_0157,46,0.065,0.196,0.326,0.152,0.0,1163.3,0.152,Socializer
a1d469cb-09a2-45e2-9afb-4767a1f2d541,player_0158,20,0.1,0.0,0.6,0.05,0.0,1126.1,0.15,Socializer
78708f4a-0559-4b92-9bab-5f42859d78e7,player_0159,53,0.038,0.057,0.057,0.226,0.151,775.4,0.208,Achiever
5199ce27-ef33-4186-9507-4831864af004,player_0160,45,0.267,0.067,0.044,0.0,0.133,555.2,0.178,Killer
07f05ba1-05c1-4edd-99ae-e79b20ef1cb1,player_0161,21,0.0,0.238,0.143,0.0,0.0,1063.5,0.238,Explorer
3ff75d67-5e7a-489c-9165-5aa2523e8a59,player_0162,49,0.061,0.143,0.306,0.224,0.041,728.3,0.143,Achiever
f6ae634d-8bdb-40ec-bd00-b0b369477eac,player_0163,47,0.043,0.191,0.106,0.213,0.085,719.1,0.064,Achiever
b4fcc03b-d7d4-4246-aea5-c24d7472064c,player_0164,30,0.167,0.067,0.067,0.267,0.033,744.3,0.1,Achiever
adf89111-2d5f-44e9-930b-597e53058dd8,player_0165,30,0.233,0.067,0.467,0.1,0.0,1169.1,0.033,Socializer
8a269a2d-0d9f-4b4c-aec7-64c8c488a645,player_0166,73,0.123,0.027,0.301,0.096,0.068,1168.4,0.178,Socializer
b7d1d994-0ecc-4e6d-8636-42ef87dd0b1f,player_0167,60,0.033,0.15,0.1,0.217,0.1,753.0,0.083,Achiever
ef9d0dc7-44cf-46e8-8514-73cfe6d88708,player_0168,78,0.103,0.038,0.051,0.295,0.077,768.0,0.115,Achiever
f0143443-219a-4e79-99ef-c26c09e3fd2c,player_0169,65,0.354,0.046,0.154,0.108,0.077,468.5,0.092,Killer
b9d6efc4-90c1-4551-8b23-f97228e671a4,player_0170,28,0.0,0.036,0.714,0.036,0.0,1053.6,0.107,Socializer
fce88304-91c3-4bdf-93c8-26fd2d1f6f72,player_0171,55,0.055,0.436,0.127,0.055,0.0,1081.0,0.164,Explorer
1bbe7ff5-2eff-4b6b-9874-f730bea05ab8,player_0172,46,0.5,0.109,0.043,0.0,0.043,481.5,0.065,Killer
b7e31ed0-1431-46bc-bf5c-1f296f858d19,player_0173,30,0.167,0.067,0.033,0.233,0.1,739.5,0.033,Achiever
22d06530-61e1-4fd5-9ff9-73dc3a8f2283,player_0174,35,0.057,0.057,0.571,0.114,0.0,1141.3,0.143,Socializer
d15798f7-b9da-4a0a-984a-256bd9460e3e,player_0175,23,0.13,0.217,0.261,0.0,0.043,1134.3,0.217,Socializer
62116205-d7f9-4ea9-aebe-d1c3f53cd4f4,player_0176,64,0.0,0.422,0.047,0.047,0.0,1061.4,0.188,Explorer
afce72ae-27af-4587-b2ac-c4604f193812,player_0177,72,0.542,0.028,0.014,0.014,0.097,503.9,0.194,Killer
41236f90-cb1c-4d76-831c-746a8cf8e0be,player_0178,73,0.027,0.11,0.521,0.123,0.0,1132.3,0.178,Socializer
4dc4b777-679b-4c43-962f-54243e18df80,player_0179,39,0.128,0.308,0.077,0.0,0.026,1012.2,0.154,Explorer
4348bdda-e8e7-451f-916e-30fdc1d1e7f6,player_0180,38,0.026,0.079,0.158,0.132,0.053,1084.1,0.079,Explorer
f439cdf6-29c4-4c0c-bead-0d7bc402c542,player_0181,33,0.091,0.273,0.061,0.061,0.091,1046.8,0.121,Explorer
7f1108dd-68f2-48dc-91fa-e4e1ae3ddae9,player_0182,77,0.545,0.065,0.065,0.013,0.065,515.3,0.234,Killer
c39227e5-66cf-4592-a564-b77f745c077d,player_0183,55,0.509,0.091,0.055,0.018,0.036,492.8,0.2,Killer
df6f5c15-40ac-4c8d-82e3-47891de70c2a,player_0184,62,0.323,0.032,0.032,0.016,0.048,507.6,0.258,Killer
d60c4682-ae36-473d-8e18-cde12252190e,player_0185,60,0.017,0.017,0.8,0.067,0.0,1117.1,0.217,Socializer
49989aab-5675-4495-b6e6-cab5de042942,player_0186,41,0.171,0.049,0.244,0.122,0.098,509.1,0.146,Killer
13716d0c-6a98-470a-9ad4-1b68a45ec503,player_0187,58,0.138,0.103,0.069,0.138,0.121,762.9,0.19,Achiever
b9ab1af6-056a-4966-b5d3-64cad2eff513,player_0188,42,0.024,0.048,0.357,0.119,0.024,1108.7,0.095,Socializer
e277684f-43d8-41a7-be3d-8afcb66e2d12,player_0189,56,0.232,0.018,0.571,0.018,0.018,1142.7,0.143,Socializer
69855c44-3e9b-49b1-9785-517f6cc03315,player_0190,36,0.056,0.028,0.389,0.167,0.056,713.4,0.25,Achiever
da9b453a-2db6-4fa7-ab47-34c69d8d1395,player_0191,60,0.033,0.433,0.067,0.067,0.0,1076.5,0.217,Explorer
106c8971-ee35-4ec7-a11b-249d91e075a4,player_0192,70,0.057,0.229,0.114,0.014,0.029,1137.5,0.157,Explorer
90260411-3d29-4ef4-ab76-d4dcc3d16dde,player_0193,63,0.111,0.079,0.048,0.27,0.143,757.6,0.286,Achiever
c56a2e7f-53fb-4b72-bddd-23044d567ff4,player_0194,74,0.5,0.014,0.041,0.014,0.095,498.1,0.149,Killer
a0e24457-e647-4f56-8c17-fae78c1a6691,player_0195,76,0.0,0.171,0.474,0.092,0.0,1162.9,0.25,Socializer
3bcf571a-b948-4cc1-9a6b-ebf31677b44d,player_0196,61,0.049,0.328,0.049,0.131,0.033,1110.5,0.164,Explorer
ec9dc25b-0e5f-4136-a78a-3fc4da96e371,player_0197,28,0.036,0.071,0.464,0.143,0.036,1183.2,0.143,Socializer
93b286ad-ad04-452f-935b-96a2b33ec2ca,player_0198,37,0.108,0.162,0.324,0.162,0.0,1168.1,0.162,Socializer
0416b9ab-820c-4750-b694-bb6af8ed6b1b,player_0199,79,0.316,0.013,0.025,0.0,0.076,485.6,0.203,Killer
2fc74001-89bc-4bc6-a228-1815e4f78a47,player_0200,41,0.488,0.098,0.049,0.024,0.049,473.0,0.098,Killer
42fe0b94-2fd5-42e5-9c4d-2a5a58cf024a,player_0201,58,0.017,0.19,0.086,0.086,0.017,1073.4,0.121,Explorer
88367305-4214-4218-bf8e-bfc03ed2cd21,player_0202,74,0.014,0.149,0.365,0.135,0.014,1119.4,0.122,Socializer
3657b87c-ecf3-4129-b86d-a76401a8ed7b,player_0203,67,0.045,0.284,0.179,0.075,0.015,1101.8,0.179,Explorer
08bc56f0-6294-424c-9c7a-e0e0da6bfd79,player_0204,42,0.262,0.048,0.071,0.167,0.048,713.7,0.119,Achiever
