event_id,player_id,session_id,timestamp,event_type,game_scenario,social_mode,platform,player_level,event_value,reported_flag
019cd08aa973,player_0023,player_0023_s1,2026-07-15T16:27:21Z,party_leave,lobby,multiplayer_pvp,mobile,4,,
1f16c523656f,player_0023,player_0023_s1,2026-07-15T16:29:12Z,session_end,lobby,multiplayer_pvp,,4,,
87380b24b5a0,player_0054,player_0054_s1,2026-07-15T17:59:02Z,session_start,lobby,singleplayer,mobile,3,,
c6c7849759e0,player_0054,player_0054_s1,2026-07-15T17:59:55Z,friend_request_sent,,singleplayer,mobile,3,,
3e3c8ee3006d,player_0054,player_0054_s1,2026-07-15T18:02:18Z,player_death,pvp_arena,singleplayer,mobile,3,,
b55fd073a9d4,player_0054,player_0054_s1,2026-07-15T18:03:07Z,friend_request_sent,pvp_arena,singleplayer,mobile,3,,
168dd94e9225,player_0054,player_0054_s1,2026-07-15T18:03:21Z,level_fail,level_1,singleplayer,mobile,3,,
57ae0b071136,player_0054,player_0054_s1,2026-07-15T18:04:25Z,matchmaking_complete,lobby,singleplayer,mobile,3,,
57ae0b071136,player_0054,player_0054_s1,2026-07-15T18:04:25Z,matchmaking_complete,lobby,singleplayer,mobile,3,,
b682fae32949,player_0054,player_0054_s1,2026-07-15T18:05:26Z,level_start,level_5,singleplayer,mobile,3,,
191454cd120e,player_0054,player_0054_s1,2026-07-15T18:07:33Z,level_start,level_3,singleplayer,mobile,3,,
107fb8d08094,player_0054,player_0054_s1,2026-07-15T18:11:32Z,matchmaking_complete,lobby,singleplayer,mobile,3,,
856d12d96e8d,player_0054,player_0054_s1,2026-07-15T18:12:28Z,quest_complete,quest_lost_relic,singleplayer,mobile,3,417,
454a8833f1ee,player_0054,player_0054_s1,2026-07-15T18:13:18Z,enemy_kill,pvp_arena,singleplayer,mobile,3,1,
c495e0ea801e,player_0054,player_0054_s1,2026-07-15T18:13:28Z,quest_complete,quest_goblin_camp,singleplayer,mobile,3,410,
7f511bc79a4d,player_0054,player_0054_s1,2026-07-15T18:17:27Z,quest_complete,quest_forest_rescue,singleplayer,mobile,3,483,
7261570a57de,player_0054,player_0054_s1,2026-07-15T18:19:46Z,damage_taken,pvp_arena,singleplayer,mobile,3,10,
406af8397696,player_0054,player_0054_s1,2026-07-15T18:20:38Z,session_end,lobby,singleplayer,mobile,3,,
fc76874f4a68,player_0053,player_0053_s1,2026-07-16T02:11:10Z,session_start,lobby,singleplayer,console,5,,
12231cb10e68,player_0053,player_0053_s1,2026-07-16T02:15:08Z,matchmaking_start,lobby,singleplayer,console,5,,
025ae107c7d2,player_0053,player_0053_s1,2026-07-16T02:17:21Z,enemy_kill,level_5,singleplayer,console,5,2,
701cdd5629b6,player_0053,player_0053_s1,2026-07-16T02:18:35Z,quest_abandon,quest_forest_rescue,singleplayer,console,5,,
eacd771a2be1,player_0053,player_0053_s1,2026-07-16T02:20:01Z,matchmaking_complete,lobby,singleplayer,console,5,,
29faf4eca915,player_0053,player_0053_s1,2026-07-16T02:21:02Z,level_start,level_5,singleplayer,console,5,,
c9a78b9e0a4e,player_0053,player_0053_s1,2026-07-16T02:24:56Z,item_sell,level_5,singleplayer,console,5,34,
cf0bc88e50b6,player_0053,player_0053_s1,2026-07-16T02:28:28Z,friend_request_sent,level_5,singleplayer,console,5,,
c8b9324833e7,player_0053,player_0053_s1,2026-07-16T02:30:48Z,damage_taken,level_5,singleplayer,console,5,99,
8193d6ceb621,player_0053,player_0053_s1,2026-07-16T02:33:22Z,item_purchase,level_5,singleplayer,console,5,86,
fc034f9dda92,player_0053,player_0053_s1,2026-07-16T02:33:52Z,item_purchase,level_5,singleplayer,console,5,341,
140774ee360c,player_0053,player_0053_s1,2026-07-16T02:34:58Z,item_sell,level_5,singleplayer,console,5,278,
140774ee360c,player_0053,player_0053_s1,2026-07-16T02:34:58Z,item_sell,level_5,singleplayer,console,5,278,
2938a6ce8ac5,player_0053,player_0053_s1,2026-07-16T02:38:31Z,level_complete,level_5,singleplayer,console,5,,
d968f3a91400,player_0053,player_0053_s1,2026-07-16T02:41:51Z,item_purchase,level_5,singleplayer,console,5,299,
d151ad03636d,player_0053,player_0053_s1,2026-07-16T02:45:32Z,level_up,,singleplayer,console,6,463,
33adf3498ca7,player_0053,player_0053_s1,2026-07-16T02:49:11Z,quest_abandon,quest_dragon_hunt,singleplayer,console,6,,
33adf3498ca7,player_0053,player_0053_s1,2026-07-16T02:49:11Z,quest_abandon,quest_dragon_hunt,singleplayer,console,6,,
642e70fa7eb2,player_0053,player_0053_s1,2026-07-16T02:50:16Z,matchmaking_start,lobby,singleplayer,console,6,,
6b85cc30b71c,player_0053,player_0053_s1,2026-07-16T02:51:01Z,session_end,lobby,singleplayer,console,6,,
6b85cc30b71c,player_0053,player_0053_s1,2026-07-16T02:51:01Z,session_end,lobby,singleplayer,console,6,,
449808639c96,player_0078,player_0078_s1,2026-07-17T11:14:28Z,session_start,lobby,singleplayer,console,5,,
4e7e77d06e78,player_0078,player_0078_s1,2026-07-17T11:15:56Z,damage_taken,quest_castle_siege,singleplayer,,5,79,
4ca0ae786a64,player_0078,player_0078_s1,2026-07-17T11:19:41Z,item_sell,quest_castle_siege,singleplayer,console,5,100,
bf03fa040c75,player_0078,player_0078_s1,2026-07-17T11:22:06Z,item_sell,quest_castle_siege,singleplayer,console,5,126,
346c02618dd8,player_0078,player_0078_s1,2026-07-17T11:23:19Z,friend_request_sent,quest_castle_siege,singleplayer,console,5,,
b61b259605d5,player_0078,player_0078_s1,2026-07-17T11:26:00Z,enemy_kill,quest_castle_siege,singleplayer,console,5,2,
ebbdd128ad89,player_0078,player_0078_s1,2026-07-17T11:26:52Z,friend_request_sent,quest_castle_siege,singleplayer,console,5,,
46beddf1b822,player_0078,player_0078_s1,2026-07-17T11:28:45Z,item_pickup,quest_castle_siege,singleplayer,console,5,,
c2b8825e24f9,player_0078,player_0078_s1,2026-07-17T11:30:37Z,damage_taken,quest_castle_siege,singleplayer,console,5,47,
c2b8825e24f9,player_0078,player_0078_s1,2026-07-17T11:30:37Z,damage_taken,quest_castle_siege,singleplayer,console,5,47,
6678205a49c8,player_0078,player_0078_s1,2026-07-17T11:34:20Z,level_up,quest_castle_siege,singleplayer,console,6,386,
413f8737f4a8,player_0078,player_0078_s1,2026-07-17T11:36:20Z,quest_abandon,quest_castle_siege,singleplayer,console,6,,
8112666e8e71,player_0078,player_0078_s1,2026-07-17T11:37:38Z,session_end,lobby,singleplayer,,6,,
919f7720358b,player_0023,player_0023_s2,2026-07-18T08:42:29Z,session_start,lobby,multiplayer_coop,mobile,4,,
20fe319aee94,player_0023,player_0023_s2,2026-07-18T08:46:18Z,matchmaking_complete,lobby,multiplayer_coop,mobile,4,,
04a6162f832a,player_0023,player_0023_s2,2026-07-18T08:46:56Z,matchmaking_complete,lobby,multiplayer_coop,mobile,4,,
fc7893861fd8,player_0023,player_0023_s2,2026-07-18T08:48:37Z,quest_complete,quest_dragon_hunt,multiplayer_coop,mobile,4,142,
0776fdbd1f2d,player_0023,player_0023_s2,2026-07-18T08:52:14Z,matchmaking_complete,lobby,multiplayer_coop,mobile,4,,
5f61906235b7,player_0023,player_0023_s2,2026-07-18T08:54:02Z,session_end,lobby,multiplayer_coop,mobile,4,,
d78ff6509456,player_0026,player_0026_s1,2026-07-18T09:07:11Z,session_start,lobby,singleplayer,pc,4,,
097f56989bfc,player_0026,player_0026_s1,2026-07-18T09:10:03Z,enemy_kill,level_3,singleplayer,pc,4,2,
f11fd682ae5f,player_0026,player_0026_s1,2026-07-18T09:10:39Z,damage_taken,level_3,singleplayer,pc,4,56,
5bbaf8c851ec,player_0026,player_0026_s1,2026-07-18T09:14:31Z,level_up,level_3,singleplayer,pc,5,861,
505850232b62,player_0026,player_0026_s1,2026-07-18T09:16:28Z,level_up,level_3,singleplayer,pc,6,447,
1d7314852f5f,player_0026,player_0026_s1,2026-07-18T09:17:20Z,friend_request_sent,level_3,singleplayer,pc,6,,
976a404f50c2,player_0026,player_0026_s1,2026-07-18T09:20:22Z,friend_request_sent,level_3,singleplayer,pc,6,,
b3c22570634b,player_0026,player_0026_s1,2026-07-18T09:22:01Z,party_join,lobby,singleplayer,pc,6,,
6548f9baf0e4,player_0026,player_0026_s1,2026-07-18T09:23:14Z,level_fail,level_3,singleplayer,pc,6,,
07fbfc710e95,player_0026,player_0026_s1,2026-07-18T09:26:25Z,achievement_unlocked,level_3,singleplayer,,6,30,
801167a93dba,player_0026,player_0026_s1,2026-07-18T09:28:20Z,matchmaking_complete,lobby,singleplayer,pc,6,,
7728cb046271,player_0026,player_0026_s1,2026-07-18T09:31:55Z,quest_abandon,quest_goblin_camp,singleplayer,pc,6,,
e540d9a441ae,player_0026,player_0026_s1,2026-07-18T09:33:15Z,enemy_kill,level_3,singleplayer,pc,6,1,
ee31d4ac8a4d,player_0026,player_0026_s1,2026-07-18T09:33:40Z,enemy_kill,level_3,singleplayer,pc,6,3,
7163bfaa10f5,player_0026,player_0026_s1,2026-07-18T09:35:00Z,player_death,level_3,singleplayer,pc,6,,
d5dd030c38cc,player_0026,player_0026_s1,2026-07-18T09:36:59Z,matchmaking_complete,lobby,singleplayer,pc,6,,
51f07181240a,player_0026,player_0026_s1,2026-07-18T09:40:07Z,achievement_unlocked,level_3,singleplayer,pc,6,52,
08cc174e988e,player_0026,player_0026_s1,2026-07-18T09:41:40Z,session_end,lobby,singleplayer,pc,6,,
7bd9f6473ff6,player_0078,player_0078_s2,2026-07-18T11:06:45Z,session_start,lobby,singleplayer,console,6,,
327be1c1c716,player_0078,player_0078_s2,2026-07-18T11:07:15Z,item_sell,pvp_arena,singleplayer,console,6,416,
0bfe8d762372,player_0078,player_0078_s2,2026-07-18T11:08:20Z,party_leave,lobby,singleplayer,console,6,,
fcee451df349,player_0078,player_0078_s2,2026-07-18T11:10:15Z,level_up,pvp_arena,singleplayer,console,7,300,
ba2b0868f1ec,player_0078,player_0078_s2,2026-07-18T11:10:57Z,quest_complete,quest_castle_siege,singleplayer,console,7,462,
c25410de0384,player_0078,player_0078_s2,2026-07-18T11:11:04Z,quest_abandon,quest_castle_siege,singleplayer,console,7,,
88ce787321cb,player_0078,player_0078_s2,2026-07-18T11:13:16Z,quest_complete,quest_goblin_camp,singleplayer,console,7,323,
fc8d27a84716,player_0078,player_0078_s2,2026-07-18T11:16:25Z,enemy_kill,pvp_arena,singleplayer,console,7,2,
5e8c6ca41f69,player_0078,player_0078_s2,2026-07-18T11:17:46Z,item_sell,pvp_arena,singleplayer,console,7,292,
ef293b025aa0,player_0078,player_0078_s2,2026-07-18T11:21:30Z,matchmaking_start,lobby,singleplayer,console,7,,
490401672450,player_0078,player_0078_s2,2026-07-18T11:21:47Z,level_up,pvp_arena,singleplayer,console,8,201,
489c361c431b,player_0078,player_0078_s2,2026-07-18T11:24:48Z,quest_abandon,quest_forest_rescue,singleplayer,console,8,,
a76f8148713f,player_0078,player_0078_s2,2026-07-18T11:25:48Z,item_sell,pvp_arena,singleplayer,,8,248,
27b21a5372ba,player_0078,player_0078_s2,2026-07-18T11:29:27Z,rage_quit,pvp_arena,singleplayer,console,8,,
afd672817f1e,player_0078,player_0078_s2,2026-07-18T11:29:56Z,chat_message,pvp_arena,singleplayer,console,8,,0
c15c82b34666,player_0078,player_0078_s2,2026-07-18T11:30:47Z,session_end,lobby,singleplayer,console,8,,
1b9146c1e5b8,player_0063,player_0063_s2,2026-07-18T11:37:12Z,session_start,lobby,singleplayer,pc,1,,
6fbaa34f584b,player_0063,player_0063_s2,2026-07-18T11:41:00Z,level_complete,level_3,singleplayer,pc,1,,
20c1b5ab1673,player_0063,player_0063_s2,2026-07-18T11:42:37Z,afk_timeout,quest_castle_siege,singleplayer,pc,1,,
b667548b58fd,player_0063,player_0063_s2,2026-07-18T11:44:02Z,achievement_unlocked,quest_castle_siege,singleplayer,pc,1,199,
5483877f53ef,player_0063,player_0063_s2,2026-07-18T11:44:36Z,quest_accept,quest_castle_siege,singleplayer,pc,1,,
a4d99d302fb2,player_0063,player_0063_s2,2026-07-18T11:48:18Z,level_complete,level_1,singleplayer,pc,1,,
398b6d133efa,player_0063,player_0063_s2,2026-07-18T11:50:12Z,session_end,lobby,singleplayer,pc,1,,
4e793380efd3,player_0066,player_0066_s1,2026-07-18T23:12:15Z,session_start,lobby,multiplayer_pvp,mobile,4,,
e760641a1e1c,player_0066,player_0066_s1,2026-07-18T23:13:35Z,chat_message,lobby,multiplayer_pvp,mobile,4,,0
0ed3f6e61a3e,player_0066,player_0066_s1,2026-07-18T23:16:14Z,party_join,lobby,multiplayer_pvp,mobile,4,,
340de30a2d5d,player_0066,player_0066_s1,2026-07-18T23:17:35Z,party_leave,lobby,multiplayer_pvp,mobile,4,,
38fd552f37c1,player_0066,player_0066_s1,2026-07-18T23:21:20Z,enemy_kill,,multiplayer_pvp,mobile,4,3,
857f56d02be9,player_0066,player_0066_s1,2026-07-18T23:24:33Z,party_leave,lobby,multiplayer_pvp,mobile,4,,
41a3379b1ca9,player_0066,player_0066_s1,2026-07-18T23:27:19Z,item_pickup,quest_lost_relic,multiplayer_pvp,mobile,4,,
4f8346972eee,player_0066,player_0066_s1,2026-07-18T23:28:15Z,item_pickup,quest_lost_relic,multiplayer_pvp,mobile,4,,
edbd4e56ee70,player_0066,player_0066_s1,2026-07-18T23:30:59Z,player_death,quest_lost_relic,multiplayer_pvp,mobile,4,,
68f73c710cd9,player_0066,player_0066_s1,2026-07-18T23:33:59Z,damage_taken,quest_lost_relic,multiplayer_pvp,mobile,4,87,
c009659a8751,player_0066,player_0066_s1,2026-07-18T23:34:37Z,rage_quit,quest_lost_relic,multiplayer_pvp,mobile,4,,
5f5f64f43dd9,player_0066,player_0066_s1,2026-07-18T23:35:04Z,session_end,lobby,multiplayer_pvp,mobile,4,,
166ff62c6b11,player_0031,player_0031_s1,2026-07-19T02:00:55Z,session_start,lobby,multiplayer_pvp,console,5,,
2efb45c20cc8,player_0031,player_0031_s1,2026-07-19T02:01:13Z,matchmaking_start,lobby,multiplayer_pvp,console,5,,
49b41dbd02ef,player_0031,player_0031_s1,2026-07-19T02:03:20Z,quest_abandon,quest_goblin_camp,multiplayer_pvp,console,5,,
a73ca5478584,player_0031,player_0031_s1,2026-07-19T02:06:06Z,matchmaking_complete,lobby,multiplayer_pvp,console,5,,
b8c631410027,player_0031,player_0031_s1,2026-07-19T02:09:29Z,level_up,menu,multiplayer_pvp,console,6,251,
1d3b5edd5eac,player_0031,player_0031_s1,2026-07-19T02:13:04Z,afk_timeout,menu,multiplayer_pvp,console,6,,
b35eadf3fe7e,player_0031,player_0031_s1,2026-07-19T02:14:11Z,level_complete,,multiplayer_pvp,console,6,,
2e84bc7a0cb9,player_0031,player_0031_s1,2026-07-19T02:17:15Z,quest_accept,quest_dragon_hunt,multiplayer_pvp,console,6,,
0c80aeac48de,player_0031,player_0031_s1,2026-07-19T02:17:24Z,chat_message,menu,multiplayer_pvp,console,6,,0
772df77d5aae,player_0031,player_0031_s1,2026-07-19T02:19:14Z,item_pickup,menu,multiplayer_pvp,console,6,,
173a1d427d58,player_0031,player_0031_s1,2026-07-19T02:21:04Z,party_join,lobby,multiplayer_pvp,console,6,,
444bd840c088,player_0031,player_0031_s1,2026-07-19T02:24:27Z,matchmaking_complete,lobby,multiplayer_pvp,console,6,,
c89a4bba3cfd,player_0031,player_0031_s1,2026-07-19T02:28:27Z,friend_request_sent,menu,multiplayer_pvp,console,6,,
f8f8051d79ea,player_0031,player_0031_s1,2026-07-19T02:32:15Z,level_complete,level_2,multiplayer_pvp,console,6,,
1970884310df,player_0031,player_0031_s1,2026-07-19T02:33:26Z,session_end,lobby,multiplayer_pvp,console,6,,
add266663188,player_0078,player_0078_s3,2026-07-19T13:44:17Z,session_start,lobby,singleplayer,console,8,,
add266663188,player_0078,player_0078_s3,2026-07-19T13:44:17Z,session_start,lobby,singleplayer,console,8,,
91174e921d0c,player_0078,player_0078_s3,2026-07-19T13:44:27Z,achievement_unlocked,pvp_arena,singleplayer,console,8,41,
0107c6478e4a,player_0078,player_0078_s3,2026-07-19T13:46:01Z,afk_timeout,pvp_arena,singleplayer,console,8,,
02849d38df6f,player_0078,player_0078_s3,2026-07-19T13:48:41Z,item_pickup,pvp_arena,singleplayer,console,8,,
02849d38df6f,player_0078,player_0078_s3,2026-07-19T13:48:41Z,item_pickup,pvp_arena,singleplayer,console,8,,
ae3c8c99b2d2,player_0078,player_0078_s3,2026-07-19T13:51:13Z,matchmaking_start,lobby,singleplayer,console,8,,
ba3d718ee38c,player_0078,player_0078_s3,2026-07-19T13:54:04Z,rage_quit,pvp_arena,singleplayer,console,8,,
f0c70fcaa5ef,player_0078,player_0078_s3,2026-07-19T13:56:26Z,quest_abandon,quest_lost_relic,singleplayer,console,8,,
1c37553f1604,player_0078,player_0078_s3,2026-07-19T13:58:01Z,enemy_kill,pvp_arena,singleplayer,console,8,3,
ebb81b48d992,player_0078,player_0078_s3,2026-07-19T14:00:16Z,friend_request_sent,pvp_arena,singleplayer,console,8,,
6690e70278ac,player_0078,player_0078_s3,2026-07-19T14:03:39Z,chat_message,lobby,singleplayer,console,8,,0
25f135c9ca77,player_0078,player_0078_s3,2026-07-19T14:04:57Z,chat_message,pvp_arena,singleplayer,console,8,,0
25d482efbca4,player_0078,player_0078_s3,2026-07-19T14:08:44Z,quest_abandon,quest_lost_relic,singleplayer,console,8,,
e799fe4f4e53,player_0078,player_0078_s3,2026-07-19T14:10:36Z,rage_quit,pvp_arena,singleplayer,console,8,,
7e32137b1b1b,player_0078,player_0078_s3,2026-07-19T14:13:17Z,matchmaking_start,lobby,singleplayer,console,8,,
dffefb861aa0,player_0078,player_0078_s3,2026-07-19T14:15:05Z,level_fail,level_1,singleplayer,console,8,,
0315c03426e9,player_0078,player_0078_s3,2026-07-19T14:15:51Z,enemy_kill,pvp_arena,singleplayer,console,8,1,
30d58db181c1,player_0078,player_0078_s3,2026-07-19T14:17:16Z,enemy_kill,pvp_arena,singleplayer,console,8,3,
f6a5c0b3a0e8,player_0078,player_0078_s3,2026-07-19T14:17:58Z,session_end,lobby,singleplayer,,8,,
3d3c0d3039fd,player_0058,player_0058_s1,2026-07-19T15:30:06Z,session_start,lobby,multiplayer_pvp,mobile,4,,
99d76a0a5c40,player_0058,player_0058_s1,2026-07-19T15:32:12Z,player_death,level_1,multiplayer_pvp,mobile,4,,
c6927e82bd1b,player_0058,player_0058_s1,2026-07-19T15:32:37Z,level_up,level_1,multiplayer_pvp,mobile,5,974,
2108a8bd21b6,player_0058,player_0058_s1,2026-07-19T15:35:44Z,level_complete,level_1,multiplayer_pvp,mobile,5,,
7d6146f139a3,player_0058,player_0058_s1,2026-07-19T15:37:57Z,matchmaking_start,lobby,multiplayer_pvp,mobile,5,,
b85b86565706,player_0058,player_0058_s1,2026-07-19T15:41:52Z,party_join,lobby,multiplayer_pvp,mobile,5,,
4f82ad2c05a5,player_0058,player_0058_s1,2026-07-19T15:45:21Z,matchmaking_start,lobby,multiplayer_pvp,mobile,5,,
ad18d9998e03,player_0058,player_0058_s1,2026-07-19T15:48:19Z,matchmaking_complete,lobby,multiplayer_pvp,mobile,5,,
f5d1c8415ced,player_0058,player_0058_s1,2026-07-19T15:49:01Z,quest_accept,quest_castle_siege,multiplayer_pvp,mobile,5,,
1a970b968ada,player_0058,player_0058_s1,2026-07-19T15:49:50Z,quest_abandon,quest_dragon_hunt,multiplayer_pvp,mobile,5,,
0c51184fc0e3,player_0058,player_0058_s1,2026-07-19T15:53:21Z,item_pickup,level_1,multiplayer_pvp,mobile,5,,
a8f77b65754b,player_0058,player_0058_s1,2026-07-19T15:53:58Z,level_complete,level_1,multiplayer_pvp,mobile,5,,
ac8a410ca81d,player_0058,player_0058_s1,2026-07-19T15:55:51Z,level_fail,level_1,multiplayer_pvp,mobile,5,,
f65871a3615e,player_0058,player_0058_s1,2026-07-19T15:58:50Z,achievement_unlocked,level_1,multiplayer_pvp,mobile,5,61,
437b6776cd97,player_0058,player_0058_s1,2026-07-19T16:00:40Z,session_end,lobby,multiplayer_pvp,mobile,5,,
006f80152a6f,player_0063,player_0063_s3,2026-07-19T23:26:39Z,session_start,lobby,singleplayer,pc,1,,
6ef3a5cffb34,player_0063,player_0063_s3,2026-07-19T23:28:36Z,matchmaking_complete,lobby,singleplayer,pc,1,,
da4fe7bfa2ca,player_0063,player_0063_s3,2026-07-19T23:29:49Z,level_fail,level_3,singleplayer,pc,1,,
7bf390a5798d,player_0063,player_0063_s3,2026-07-19T23:33:22Z,enemy_kill,quest_forest_rescue,singleplayer,pc,1,1,
00d016c6602a,player_0063,player_0063_s3,2026-07-19T23:33:56Z,level_up,quest_forest_rescue,singleplayer,pc,2,509,
71ee61869d2f,player_0063,player_0063_s3,2026-07-19T23:35:57Z,item_sell,quest_forest_rescue,singleplayer,pc,2,432,
397b3af1d37b,player_0063,player_0063_s3,2026-07-19T23:37:40Z,friend_request_sent,quest_forest_rescue,singleplayer,pc,2,,
830f62d6b733,player_0063,player_0063_s3,2026-07-19T23:41:09Z,achievement_unlocked,quest_forest_rescue,singleplayer,pc,2,176,
3023004370af,player_0063,player_0063_s3,2026-07-19T23:45:00Z,quest_abandon,quest_forest_rescue,singleplayer,pc,2,,
10ad2a6b73d1,player_0063,player_0063_s3,2026-07-19T23:45:33Z,quest_complete,quest_forest_rescue,singleplayer,pc,2,406,
ee28b90a8ba1,player_0063,player_0063_s3,2026-07-19T23:47:10Z,session_end,lobby,singleplayer,pc,2,,
60057b069d08,player_0034,player_0034_s1,2026-07-20T11:27:05Z,session_start,lobby,multiplayer_pvp,mobile,2,,
d79aebd5a4ca,player_0034,player_0034_s1,2026-07-20T11:28:52Z,afk_timeout,level_3,multiplayer_pvp,mobile,2,,
4190a25e33ac,player_0034,player_0034_s1,2026-07-20T11:29:21Z,quest_abandon,quest_dragon_hunt,multiplayer_pvp,mobile,2,,
4d03d736b332,player_0034,player_0034_s1,2026-07-20T11:31:28Z,enemy_kill,level_3,multiplayer_pvp,mobile,2,1,
18b940391b97,player_0034,player_0034_s1,2026-07-20T11:31:34Z,item_sell,level_3,multiplayer_pvp,mobile,2,201,
600bbf8d0765,player_0034,player_0034_s1,2026-07-20T11:32:39Z,chat_message,menu,multiplayer_pvp,mobile,2,,0
05442bb8c05c,player_0034,player_0034_s1,2026-07-20T11:34:01Z,matchmaking_start,lobby,multiplayer_pvp,mobile,2,,
f8659f733be1,player_0034,player_0034_s1,2026-07-20T11:37:11Z,matchmaking_start,lobby,multiplayer_pvp,mobile,2,,
5a628ca5494f,player_0034,player_0034_s1,2026-07-20T11:37:18Z,item_sell,level_3,multiplayer_pvp,,2,339,
2cc1b1b98683,player_0034,player_0034_s1,2026-07-20T11:38:55Z,item_purchase,level_3,multiplayer_pvp,mobile,2,36,
2d038ec1b5e8,player_0034,player_0034_s1,2026-07-20T11:41:50Z,quest_accept,quest_castle_siege,multiplayer_pvp,mobile,2,,
991e01586131,player_0034,player_0034_s1,2026-07-20T11:43:13Z,quest_abandon,quest_castle_siege,multiplayer_pvp,mobile,2,,
0683bbe01e03,player_0034,player_0034_s1,2026-07-20T11:46:13Z,party_join,lobby,multiplayer_pvp,mobile,2,,
302fbca48568,player_0034,player_0034_s1,2026-07-20T11:48:12Z,session_end,lobby,multiplayer_pvp,mobile,2,,
7a61c5ac7e99,player_0058,player_0058_s2,2026-07-21T00:04:03Z,session_start,lobby,multiplayer_coop,mobile,5,,
9ff15b864602,player_0058,player_0058_s2,2026-07-21T00:07:14Z,level_fail,level_1,multiplayer_coop,mobile,5,,
da9163a7c3ba,player_0058,player_0058_s2,2026-07-21T00:08:58Z,party_leave,lobby,multiplayer_coop,mobile,5,,
5f9dee966e64,player_0058,player_0058_s2,2026-07-21T00:10:44Z,party_leave,lobby,multiplayer_coop,mobile,5,,
ba94e5fdd6e7,player_0058,player_0058_s2,2026-07-21T00:12:12Z,item_sell,lobby,multiplayer_coop,mobile,5,271,
b9e5675871c7,player_0058,player_0058_s2,2026-07-21T00:14:14Z,level_start,level_5,multiplayer_coop,mobile,5,,
42cff74a54cd,player_0058,player_0058_s2,2026-07-21T00:16:49Z,party_join,lobby,multiplayer_coop,mobile,5,,
08527365e3dc,player_0058,player_0058_s2,2026-07-21T00:20:14Z,achievement_unlocked,lobby,multiplayer_coop,mobile,5,38,
e44f8dbb3f53,player_0058,player_0058_s2,2026-07-21T00:22:05Z,quest_complete,quest_dragon_hunt,multiplayer_coop,mobile,5,340,
1be53d59fc3a,player_0058,player_0058_s2,2026-07-21T00:23:25Z,session_end,lobby,multiplayer_coop,mobile,5,,
bd4e52e0118a,player_0034,player_0034_s2,2026-07-21T00:50:25Z,session_start,lobby,multiplayer_pvp,mobile,2,,
